id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
20819281,古北水镇东篱民宿四合院“竹”,149217819,爱娟,,密云县 / Miyun,40.64638,117.20876,Private room,409,1,5,2021-09-16,0.16,11,0,1,
20836458,古北水镇东篱民宿“兰”,149217819,爱娟,,密云县 / Miyun,40.64759231824445,117.21278938309106,Private room,409,1,7,2021-09-22,0.23,11,0,2,
20840564,水镇东篱民宿“梅”,149217819,爱娟,,密云县 / Miyun,40.64904916446874,117.21191299744353,Private room,480,1,0,,,11,0,0,
20847955,水镇东篱民宿“菊”,149217819,爱娟,,密云县 / Miyun,40.64861366310256,117.2107495896301,Private room,380,1,12,2021-10-01,0.39,11,0,4,
20849717,水镇东篱民宿“雅”,149217819,爱娟,,密云县 / Miyun,40.64755,117.2104,Private room,480,1,1,2019-07-28,0.03,11,0,0,
20849959,古北水镇东篱民宿“春”,149217819,爱娟,,密云县 / Miyun,40.64759,117.21069,Private room,580,1,2,2019-07-18,0.07,11,0,0,
20850070,水镇东篱民宿“秋”,149217819,爱娟,,密云县 / Miyun,40.64866445074992,117.21226382799112,Private room,580,1,1,2019-08-29,0.04,11,0,0,
20850344,水镇东篱民宿“冬”,149217819,爱娟,,密云县 / Miyun,40.64784,117.20885,Private room,480,1,0,,,11,0,0,
20850472,水镇东篱民宿“夏”,149217819,爱娟,,密云县 / Miyun,40.64845,117.21261,Private room,580,1,1,2019-08-29,0.04,11,0,0,
20851005,古北水镇东篱民宿独立小院“静”,149217819,爱娟,,密云县 / Miyun,40.64649,117.20836,Entire home/apt,680,1,2,2019-07-28,0.07,11,0,0,
20851263,Chez Ina & Jasee（欢乐里.胖松家.loft）,143501938,松,,密云县 / Miyun,40.68754,117.1525,Private room,368,1,2,2017-10-22,0.04,5,89,0,
20855759,古北水镇东篱民宿“团建整租”,149217819,爱娟,,密云县 / Miyun,40.64693685763965,117.21137997338494,Entire home/apt,4500,1,15,2021-07-24,0.29,11,0,3,
20869354,慕田峪长城·东篱山舍Sandy's yard,77669327,Sandy,,怀柔区 / Huairou,40.39984,116.5053,Entire home/apt,2800,1,29,2020-08-01,0.56,12,0,0,
20910181,主题套间【3室1厅】双层独立庭院/工业风/BBQ团建年会/轰趴活动/桑拿/近怀北滑雪场/雁栖湖青龙峡,150252939,伟,,怀柔区 / Huairou,40.43417,116.67327,Entire home/apt,1674,1,3,2021-10-05,0.46,5,90,3,
20910959,密云水库边转角2號度假HOUSE 北欧风轰趴独栋别墅,126999701,Ye,,密云县 / Miyun,40.44071,116.927,Entire home/apt,2465,1,12,2021-09-15,0.25,1,179,1,
20985061,国奥乡居·长城别院-逸趣三卧庭院26号院,151019773,国奥乡居长城别院,,怀柔区 / Huairou,40.43162,116.5371,Private room,1588,1,0,,,4,0,0,
20985768,⚡️九眼楼长城|大床房2|含早晚餐|户外烧烤|垂钓,145343517,终于见到你,,怀柔区 / Huairou,40.54728,116.52879,Private room,1280,1,6,2021-04-23,0.12,7,280,1,
21030363,十渡幸福来临小院,151463256,淑卿,,房山区,39.64102,115.59014,Entire home/apt,1009,1,5,2019-10-04,0.11,2,365,0,
21031645,⚡️九眼楼长城|亲子房3|含早晚餐|户外烧烤|垂钓,145343517,终于见到你,,怀柔区 / Huairou,40.54741,116.53276,Entire home/apt,1580,1,1,2019-07-14,0.03,7,280,0,
21033180,⚡️九眼楼长城|亲子房4|含早晚餐|户外烧烤|垂钓,145343517,终于见到你,,怀柔区 / Huairou,40.54673,116.53159,Entire home/apt,1580,1,1,2019-03-30,0.03,7,280,0,
21034087,九眼楼长城|大床房5|含早晚餐|户外烧烤|垂钓,145343517,终于见到你,,怀柔区 / Huairou,40.54647,116.53265,Private room,1080,1,2,2021-10-21,0.04,7,0,1,
21034300,⚡️九眼楼长城|高级大床房6|含早晚餐|户外烧烤|垂钓,145343517,终于见到你,,怀柔区 / Huairou,40.54684,116.53276,Entire home/apt,1380,1,4,2021-04-04,0.12,7,280,1,
21034554,⚡️九眼楼长城|榻榻米房7|含早晚餐|户外烧烤|垂钓,145343517,终于见到你,,怀柔区 / Huairou,40.54717,116.53309,Entire home/apt,1880,1,0,,,7,280,0,
21060190,古关长城壹号院,150252939,伟,,怀柔区 / Huairou,40.44009,116.67806,Private room,1868,1,1,2020-08-22,0.06,5,0,0,
21074018,可凡之家· 西院大床房+八达岭长城免费接驳,43986556,可凡,,延庆县 / Yanqing,40.36611,115.99406,Entire home/apt,280,1,17,2021-08-21,0.54,15,365,5,
21074761,可凡之家· 明清大床房+八达岭长城免费接驳,43986556,可凡,,延庆县 / Yanqing,40.36573,115.99611,Private room,200,1,16,2019-11-18,0.32,15,0,0,
21105096,自家独栋小别墅  干净 整洁  吃饭 一应俱全,92200397,新才,,密云县 / Miyun,40.64453,117.26623,Private room,188,1,10,2019-08-30,0.21,1,0,0,
21121016,富六度｜将军台精品度假别墅｜古北水镇 人间花海 漂流（含早·火锅·烧烤·配餐·家庭聚会·团建开票）,22147091,Shaojie,,密云县 / Miyun,40.64671,117.34777,Entire home/apt,3829,1,13,2021-08-16,0.29,3,354,2,
21127500,前门天坛市中心瑞洁公寓套房---您在北京的家！,105643172,Li,,东城区,39.88201,116.39935,Private room,898,30,6,2020-07-05,0.12,3,0,0,
21134482,【月优】独院 主卧大房798 望京 草场地 homeboy恒通海归实习 中赫高尚艺术体验 宠物友好,108692274,迪,,朝阳区 / Chaoyang,39.98941,116.49671,Private room,264,1,70,2021-07-31,1.36,12,152,10,
21165568,慕田峪-长城山寨（两人间）,146724852,桐浩,,怀柔区 / Huairou,40.43522,116.55302,Private room,273,1,14,2021-07-29,0.32,4,298,2,
21165972,慕田峪-长城山寨（三人间）,146724852,桐浩,,怀柔区 / Huairou,40.43996,116.55639,Private room,306,1,5,2019-03-24,0.12,4,63,0,
21166385,【德馨居】一渡拒马河畔 十渡 野三坡 东湖港 孤山寨 铁索崖 张坊葡萄酒庄园,95773633,Magiceros,,房山区,39.57163,115.6939,Private room,1180,1,0,,,2,152,0,
21168563,【德馨墅】整栋别墅 近一渡拒马河畔 十渡 野三坡 东湖港 孤山寨 铁索崖 张坊葡萄酒庄园,95773633,Magiceros,,房山区,39.57195,115.69554,Entire home/apt,2400,1,1,2018-09-24,0.03,2,152,0,
21169233,慕田峪--长城山寨,146724852,桐浩,,怀柔区 / Huairou,40.44629,116.53349,Private room,361,1,5,2020-09-05,0.12,4,298,0,
21178237,房山石河小院——怀旧feel的精致美院,152770230,璐,,房山区,39.8177,115.93425,Entire home/apt,1280,1,8,2020-10-17,0.16,1,0,0,
21179464,吾舍·故里 北京怀柔 圣泉山 红螺寺 慕田峪 雁栖湖 优选私人庭院,152928539,Fang,,怀柔区 / Huairou,40.36067,116.57403,Entire home/apt,2429,1,11,2021-06-05,0.23,1,365,4,
21210087,搪瓷缸小院-梦寐以求的时光机，向往慢生活,145076742,搪瓷缸小院,,大兴区 / Daxing,39.62532,116.40751,Entire home/apt,3053,1,24,2021-10-03,0.47,2,178,4,
21244043,"慕田峪长城脚下,栗花沟内依山傍水新中式四合院——岑舍",12100784,欢,,怀柔区 / Huairou,40.37955,116.5445,Entire home/apt,5280,1,3,2019-07-28,0.07,1,0,0,
21254964,75-2号民宿,153683050,娟,,密云县 / Miyun,40.65812,117.24455,Entire home/apt,2088,1,12,2020-10-24,0.25,1,0,0,
21268899,逸山·憩 - 原乡美利坚美式森林小木屋,100475533,Tom,,延庆县 / Yanqing,40.45939,115.77606,Entire home/apt,1528,1,15,2021-09-20,0.30,6,172,4,
21274808,【优选】密云水库希望小镇(金地久)整栋别墅6室/带庭院，户外烧烤，轰趴团建，家庭小聚,153897271,金龙,,密云县 / Miyun,40.44305,116.92767,Entire home/apt,1737,1,27,2021-10-23,0.98,3,365,13,
21285382,逸山·韵 - 原乡美利坚美式森林小木屋,100475533,Tom,,延庆县 / Yanqing,40.45922,115.77653,Entire home/apt,1428,1,17,2020-10-05,0.34,6,172,0,
21387951,古北水镇-伴山乐居山楂院/戏水漂流烧烤/古北水镇·司马台长城,155181754,述明,,密云县 / Miyun,40.65964,117.18276,Entire home/apt,1533,1,9,2020-10-17,0.18,2,113,0,
21555178,古北水镇- 伴山乐居石头院/戏水漂流烧烤/古北口古北水镇·司马台长城,155181754,述明,,密云县 / Miyun,40.65888,117.18382,Entire home/apt,2087,1,8,2021-08-21,0.18,2,46,1,
21583863,延庆世园会/龙庆峡/永宁古镇/豆腐宴/长城脚下的民宿--原乡里三司一居,36176545,宇文 Lauren,,延庆县 / Yanqing,40.46119,116.12633,Entire home/apt,728,1,3,2020-07-24,0.08,2,358,0,
21585601,坦坦小院 京北40公里独栋山间小院,46069213,Lanny,,昌平区,40.32452,116.38996,Entire home/apt,1114,1,1,2018-05-01,0.02,1,65,0,
21668090,白与九月民宿俱乐部十渡风景区店,157720122,芒果,,房山区,39.6373,115.58836,Entire home/apt,2872,1,15,2021-09-20,0.33,2,267,3,
21733664,Chez Ina & Jasee（欢乐里.胖松家）,143501938,松,,密云县 / Miyun,40.68767,117.15247,Entire home/apt,2880,1,9,2018-11-18,0.20,5,90,0,
21754937,桃溪谷小套间,135736523,惠娟,,房山区,39.67022,115.61508,Private room,380,1,0,,,3,0,0,
21804653,Chez Ina & Jasee（欢乐里.胖松家）,143501938,松,,密云县 / Miyun,40.68959,117.15145,Private room,288,1,0,,,5,89,0,
22022331,古北水镇／丽华民俗（大床房）,160815518,德勤,,密云县 / Miyun,40.65771,117.24332,Private room,150,1,4,2021-10-02,0.09,8,82,1,
22067494,『星辰·原乡』田纳西·三居独栋乡村墅|原乡美利坚内|前后两百平独立院落|美式乡村|北京近郊世外桃源,18658886,Stars,,延庆县 / Yanqing,40.45895,115.775604,Entire home/apt,2888,2,1,2018-04-07,0.02,3,0,0,
22068287,到三司村的山景民宿来体验田园生活,160781579,原乡里,,延庆县 / Yanqing,40.46273,116.12362,Private room,728,1,4,2021-01-05,0.11,2,358,1,
22156179,【逸境佳里•放空】慕田峪长城脚下的私家别院,54614042,樱桃,,怀柔区 / Huairou,40.3824,116.54433,Private room,1000,1,2,2021-04-03,0.04,2,0,1,
22167217,怀柔怀北滑雪场雁栖湖、红螺寺慕田峪长城（有暖气）,160660203,Summer,,怀柔区 / Huairou,40.3701,116.67384,Entire home/apt,764,1,56,2021-11-20,1.15,3,356,10,
22343068,清园鸟语,93443710,林,,怀柔区 / Huairou,40.44383,116.6666,Entire home/apt,1387,1,80,2021-11-17,1.65,1,157,14,
22425861,乡里乡居观山小院网红民宿延庆八达岭长城滑雪 温泉 冰灯玉渡山野鸭湖亲子团建,148891823,莹,,延庆县 / Yanqing,40.51728,115.94182,Entire home/apt,3474,1,12,2021-07-19,0.26,10,361,1,
22454390,近山小筑（精品民宿）家庭聚会公司团队会议,164544034,近山小筑,,昌平区,40.32464,116.07272,Private room,7000,1,5,2019-08-31,0.11,1,0,0,
22519571,【尊享“随心住”】日光山谷❤聚缘阁8室3厅自助烧烤轰趴别墅 ☞ 近黑龙潭清凉谷、云佛山南山滑雪场,165325002,瑞才,,密云县 / Miyun,40.43861,116.92797,Entire home/apt,2280,1,10,2021-10-01,0.29,4,365,2,
22521659,【畅享住】聚缘阁6室3厅度假别墅★密云水库日光山谷一鱼六吃、轰趴自助烧烤团建,165325002,瑞才,,密云县 / Miyun,40.44051,116.92788,Entire home/apt,1880,1,19,2021-09-19,0.45,4,365,2,
22579454,壹帆 北京南山滑雪密云水库日光山谷 古北水镇旁度假别墅 轰趴 团建可烧烤！,165986854,帆,,密云县 / Miyun,40.45497,116.93382,Private room,2374,1,6,2021-05-29,0.13,1,89,1,
22912583,京郊密云—悠舍·绿谷民宿，宠物友好,169630053,舍,,密云县 / Miyun,40.60647,116.80495,Private room,517,1,12,2021-06-12,0.26,1,365,2,
22934907,老木匠/慕田峪长城脚下/老北京四合院/4房整院,167475535,王木匠,,怀柔区 / Huairou,40.38428,116.53917,Private room,5880,1,2,2019-12-31,0.04,1,0,0,
23099556,【环球影城沿线】毛不易MV娜扎电视剧拍摄地 152平米两室两厅两卫 高层南北通透 近地铁传媒大学二外,171589619,光宿,,朝阳区 / Chaoyang,39.907791,116.562958,Entire home/apt,679,2,60,2021-11-27,1.29,5,360,10,
23129477,古北水镇／丽华民俗（大床房）,160815518,德勤,,密云县 / Miyun,40.657825,117.243355,Private room,150,1,1,2020-11-20,0.08,8,0,0,
23129784,古北水镇／丽华民俗（家庭房）,160815518,德勤,,密云县 / Miyun,40.65792,117.24348,Private room,200,1,1,2018-05-13,0.02,8,0,0,
23129860,古北水镇／丽华民俗（三人间）,160815518,德勤,,密云县 / Miyun,40.6577,117.24329,Private room,200,1,0,,,8,0,0,
23130357,古北水镇／丽华民俗（家庭房）,160815518,德勤,,密云县 / Miyun,40.65785,117.24324,Private room,200,1,0,,,8,0,0,
23130529,古北水镇／丽华民俗（标间）,160815518,德勤,,密云县 / Miyun,40.69169,117.16377,Private room,150,1,1,2019-03-17,0.03,8,0,0,
23136915,古北水镇香悦四季简约大床,171947285,建红,,密云县 / Miyun,40.66012,117.23526,Private room,145,1,4,2018-09-27,0.09,3,0,0,
23157712,【摄影&田园 家】北京顺义首都机场附近，田园四合院（限女生）,128102413,小菜,,顺义区 / Shunyi,40.06274,116.74653,Private room,168,1,88,2021-04-15,1.94,1,0,1,
23279454,顺义汉石桥湿地公园 美丽乡居 顺景微公馆 独院露台两室两厅一卫,147452824,微微,,顺义区 / Shunyi,40.10861,116.80399,Entire home/apt,1031,1,2,2019-06-08,0.06,1,90,0,
23476392,【智慧】独享整套公主坟智能小屋不能做饭翠微大厦旁,137186490,静,,海淀区,39.90868,116.30298,Entire home/apt,201,20,5,2021-04-25,0.15,2,172,1,
23672759,古北水镇/长城/潮河畔野钓/游山玩水整套房源,177273579,磊,,密云县 / Miyun,40.65968,117.17477,Entire home/apt,1627,1,13,2021-05-09,0.39,1,298,2,
23723027,地暖开启/怀柔喵喵民宿小院/整院/烧烤/近景区/安静/麻将机/独享空间,177816938,Kang,,怀柔区 / Huairou,40.37269,116.62407,Entire home/apt,1176,1,16,2021-10-16,0.35,1,361,9,
23734572,【享墅天下】私汤温泉，超大泡池不限时，昌平龙脉小汤山九华温泉公司团建轰趴私人聚会订制亲子主题别墅,177963175,鑫,,昌平区,40.18355,116.3855,Entire home/apt,2819,1,9,2021-10-01,0.27,2,162,6,
23753247,永宁古城百里山水画廊温馨标间双床房,171714494,曹,,延庆县 / Yanqing,40.53042,116.17136,Private room,198,1,1,2018-08-09,0.02,1,0,0,
23818807,怀柔/地暖/红螺寺/与高更德加同眠/K歌麻将/团建/向外山下小院,117540676,向外民宿,,怀柔区 / Huairou,40.36394,116.6188,Entire home/apt,3367,1,13,2021-12-09,0.33,12,271,3,
23846999,Great Wall two beds room courtyard,75855634,Hui,,怀柔区 / Huairou,40.43161,116.53876,Entire home/apt,1474,2,9,2021-09-20,0.22,2,288,2,
23871296,密云捧河湾悠然山居精品民宿联排别墅栖福栋【会议团建轰趴】,124389976,浩洋,,密云县 / Miyun,40.61635,116.80595,Entire home/apt,5262,1,0,,,3,364,0,
23874929,国奥乡居·长城别院-雅趣双卧庭院36号院,151019773,国奥乡居长城别院,,怀柔区 / Huairou,40.43177,116.53859,Entire home/apt,1388,1,0,,,4,0,0,
23875572,国奥乡居·长城别院-朴趣三卧庭院23号院,151019773,国奥乡居长城别院,,怀柔区 / Huairou,40.4324,116.53764,Entire home/apt,1359,1,3,2019-07-07,0.07,4,298,0,
24021829,慕田峪长城边红太阳民宿,171345863,帕德,,怀柔区 / Huairou,40.42109,116.54245,Entire home/apt,5800,1,0,,,7,358,0,
24048289,慕田峪长城边红太阳民宿-普通崖柏大床房B,171345863,帕德,,怀柔区 / Huairou,40.42021,116.54162,Entire home/apt,418,1,1,2018-04-06,0.02,7,365,0,
24048567,慕田峪长城边红太阳民宿-炕榻家庭房,171345863,帕德,,怀柔区 / Huairou,40.42166,116.54176,Entire home/apt,518,1,4,2020-11-07,0.09,7,365,0,
24048806,慕田峪长城边红太阳民宿-特色崖柏大床房,171345863,帕德,,怀柔区 / Huairou,40.41954,116.54381,Entire home/apt,498,1,0,,,7,365,0,
24049255,慕田峪长城边红太阳民宿-特色炕榻家庭房,171345863,帕德,,怀柔区 / Huairou,40.41975,116.54346,Entire home/apt,628,1,0,,,7,365,0,
24049466,北京黄花水长城脚下-一山间民宿.恬院,35109652,Man-Man,,怀柔区 / Huairou,40.42586,116.3265,Private room,1309,1,6,2020-10-15,0.13,1,357,0,
24049507,慕田峪长城边红太阳民宿-观星石头墙套间房,171345863,帕德,,怀柔区 / Huairou,40.41994,116.5442,Entire home/apt,1198,1,4,2021-04-02,0.09,7,365,1,
24049672,慕田峪长城边红太阳民宿-私家小院套房,171345863,帕德,,怀柔区 / Huairou,40.42031,116.54147,Entire home/apt,1498,1,1,2019-07-21,0.03,7,365,0,
24218055,北京密云华润希望小镇--斜杠青年休闲度假别墅,182322703,翔,,密云县 / Miyun,40.44023,116.92814,Entire home/apt,2029,1,12,2021-12-04,0.29,1,355,3,
24251490,复古农家小院儿-Retro farmhouse,14063290,Xiaojia,,昌平区,40.18729,116.24978,Private room,131,1,5,2021-07-28,0.13,1,179,1,
24256767,景欣家园,138337107,奕涵,,平谷区 / Pinggu,40.22362,117.12025,Private room,151,1,6,2021-05-04,0.13,1,364,1,
24260758,十渡山景大床,180855929,初,,房山区,39.62995,115.59338,Entire home/apt,408,1,4,2019-09-12,0.09,1,150,0,
24260968,八达岭长城脚下的家,182945440,红升,,延庆县 / Yanqing,40.36251,115.97887,Entire home/apt,628,1,0,,,1,155,0,
24270420,野三坡嘉山民宿,183015051,至真,,房山区,39.64602,115.50444,Private room,13571,1,0,,,2,89,0,
24303090,国奥乡居39号院,75855634,Hui,,怀柔区 / Huairou,40.41502,116.47489,Entire home/apt,1474,3,5,2021-08-26,0.15,2,281,2,
24320401,湖畔山居——山景房,105068589,杨洁,,密云县 / Miyun,40.46155,116.91475,Private room,1180,1,2,2019-08-10,0.06,2,0,0,
24320987,湖畔山居——园景房2,105068589,杨洁,,密云县 / Miyun,40.46318,116.91686,Private room,680,1,0,,,2,0,0,
24324205,北京乐其小院桃花缘店真正的世外桃源,183517186,小京,,怀柔区 / Huairou,40.44634,116.70451,Private room,198,1,2,2020-06-20,0.05,1,0,0,
24335908,慕田峪长城赫家大院独栋别墅,180104890,桂华,,怀柔区 / Huairou,40.42715,116.55892,Entire home/apt,3200,1,5,2021-04-04,0.12,4,0,1,
24338006,庭栖慧舍55号院一昌平民宿/十三陵镇仙人洞村/蟒山森林公园神路 乐多港居庸关花海,138993926,庭栖,,昌平区,40.24935,116.24363,Entire home/apt,713,1,3,2021-08-07,0.09,11,333,1,
24339056,庭栖慧舍42号院一昌平民宿/十三陵镇仙人洞村/蟒山森林公园神路 燕子湖乐多港居庸关花海 政法大学,138993926,庭栖,,昌平区,40.24874,116.24358,Entire home/apt,3666,1,4,2020-08-22,0.09,11,0,0,
24355337,含早餐 ！十渡誓言玻璃栈道旁“农家别墅”带小院可烧烤,183781830,崔,,房山区,39.63823,115.58536,Entire home/apt,817,1,30,2021-05-29,0.69,3,0,2,
24381454,日式榻榻米家庭房,180104890,桂华,,怀柔区 / Huairou,40.42734,116.56036,Private room,300,1,27,2020-09-28,0.61,4,0,0,
24412754,北京云晓轩农家院-百里山水画廊4A景区-旅游住宿,184309300,小芬,,延庆县 / Yanqing,40.66303,116.28193,Private room,260,1,8,2021-10-02,0.18,1,339,1,
24414457,「延庆柳沟民宿」守中·柳居山閒壹号院|独立小院|周末放松|家庭聚会亲子出游|能做饭可烧烤|浪漫约会,35515924,楠,,延庆县 / Yanqing,40.44677,116.09922,Entire home/apt,1842,1,10,2021-08-19,0.23,3,364,4,
24453896,音乐风♬ 🎸🎤旮旯小院漂流、烧烤、轰趴、团建，生日会,168896213,永远,,怀柔区 / Huairou,40.43666,116.67663,Entire home/apt,1797,1,17,2021-09-19,0.38,1,364,5,
24454462,北京蔓湾小筑民宿五居小院,184695801,Senya,,密云县 / Miyun,40.59529,116.93213,Entire home/apt,2908,1,4,2021-08-09,0.09,10,361,1,
24468237,幽闲境民宿2号院(双泳池),142040332,宇,,延庆县 / Yanqing,40.51868,115.93597,Entire home/apt,3029,1,5,2021-07-03,0.12,4,365,1,
24478848,房山十渡山里山房402号房间,181077628,Chenguang,,房山区,39.64421,115.62024,Private room,300,1,1,2018-05-28,0.02,1,0,0,
24561766,十渡百草花开农家（火车站附近）,185088502,晓娇,,房山区,39.64674,115.59618,Private room,999,1,16,2021-09-27,0.36,1,365,1,
